GEO.id,GEO.id2,GEO.display-label,HC01_EST_VC02,HC01_MOE_VC02,HC02_EST_VC02,HC02_MOE_VC02,HC01_EST_VC03,HC01_MOE_VC03,HC02_EST_VC03,HC02_MOE_VC03,HC01_EST_VC04,HC01_MOE_VC04,HC02_EST_VC04,HC02_MOE_VC04,HC01_EST_VC05,HC01_MOE_VC05,HC02_EST_VC05,HC02_MOE_VC05,HC01_EST_VC06,HC01_MOE_VC06,HC02_EST_VC06,HC02_MOE_VC06,HC01_EST_VC07,HC01_MOE_VC07,HC02_EST_VC07,HC02_MOE_VC07,HC01_EST_VC08,HC01_MOE_VC08,HC02_EST_VC08,HC02_MOE_VC08,HC01_EST_VC12,HC01_MOE_VC12,HC02_EST_VC12,HC02_MOE_VC12,HC01_EST_VC13,HC01_MOE_VC13,HC02_EST_VC13,HC02_MOE_VC13,HC01_EST_VC14,HC01_MOE_VC14,HC02_EST_VC14,HC02_MOE_VC14,HC01_EST_VC15,HC01_MOE_VC15,HC02_EST_VC15,HC02_MOE_VC15,HC01_EST_VC16,HC01_MOE_VC16,HC02_EST_VC16,HC02_MOE_VC16,HC01_EST_VC17,HC01_MOE_VC17,HC02_EST_VC17,HC02_MOE_VC17,HC01_EST_VC18,HC01_MOE_VC18,HC02_EST_VC18,HC02_MOE_VC18,HC01_EST_VC22,HC01_MOE_VC22,HC02_EST_VC22,HC02_MOE_VC22,HC01_EST_VC24,HC01_MOE_VC24,HC02_EST_VC24,HC02_MOE_VC24,HC01_EST_VC25,HC01_MOE_VC25,HC02_EST_VC25,HC02_MOE_VC25,HC01_EST_VC26,HC01_MOE_VC26,HC02_EST_VC26,HC02_MOE_VC26,HC01_EST_VC27,HC01_MOE_VC27,HC02_EST_VC27,HC02_MOE_VC27,HC01_EST_VC28,HC01_MOE_VC28,HC02_EST_VC28,HC02_MOE_VC28,HC01_EST_VC29,HC01_MOE_VC29,HC02_EST_VC29,HC02_MOE_VC29,HC01_EST_VC30,HC01_MOE_VC30,HC02_EST_VC30,HC02_MOE_VC30,HC01_EST_VC32,HC01_MOE_VC32,HC02_EST_VC32,HC02_MOE_VC32,HC01_EST_VC33,HC01_MOE_VC33,HC02_EST_VC33,HC02_MOE_VC33,HC01_EST_VC36,HC01_MOE_VC36,HC02_EST_VC36,HC02_MOE_VC36,HC01_EST_VC37,HC01_MOE_VC37,HC02_EST_VC37,HC02_MOE_VC37,HC01_EST_VC38,HC01_MOE_VC38,HC02_EST_VC38,HC02_MOE_VC38
Id,Id2,Geography,Total; Estimate; All households,Total; Margin of Error; All households,Mean income (dollars); Estimate; All households,Mean income (dollars); Margin of Error; All households,Total; Estimate; With earnings,Total; Margin of Error; With earnings,Mean income (dollars); Estimate; With earnings,Mean income (dollars); Margin of Error; With earnings,"Total; Estimate; With interest, dividends, or net rental income","Total; Margin of Error; With interest, dividends, or net rental income","Mean income (dollars); Estimate; With interest, dividends, or net rental income","Mean income (dollars); Margin of Error; With interest, dividends, or net rental income",Total; Estimate; With Social Security income,Total; Margin of Error; With Social Security income,Mean income (dollars); Estimate; With Social Security income,Mean income (dollars); Margin of Error; With Social Security income,Total; Estimate; With Supplemental Security Income (SSI),Total; Margin of Error; With Supplemental Security Income (SSI),Mean income (dollars); Estimate; With Supplemental Security Income (SSI),Mean income (dollars); Margin of Error; With Supplemental Security Income (SSI),Total; Estimate; With cash public assistance income,Total; Margin of Error; With cash public assistance income,Mean income (dollars); Estimate; With cash public assistance income,Mean income (dollars); Margin of Error; With cash public assistance income,Total; Estimate; With retirement income,Total; Margin of Error; With retirement income,Mean income (dollars); Estimate; With retirement income,Mean income (dollars); Margin of Error; With retirement income,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - All families,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - No workers,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - No workers,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - No workers,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - No workers,Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 1 worker,Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 1 worker,Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 1 worker,Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 1 worker,"Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 2 workers, other","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, husband and wife worked","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, husband and wife worked","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, husband and wife worked","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, husband and wife worked","Total; Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, other","Total; Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, other","Mean income (dollars); Estimate; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, other","Mean income (dollars); Margin of Error; FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY - 3 or more workers, other",Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Total population,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - White,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - White,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - White,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - White,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Black or African American,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Black or African American,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Black or African American,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Black or African American,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - American Indian and Alaska Native,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - American Indian and Alaska Native,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - American Indian and Alaska Native,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - American Indian and Alaska Native,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Asian,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Asian,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Asian,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Asian,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Native Hawaiian and Other Pacific Islander,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Native Hawaiian and Other Pacific Islander,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Native Hawaiian and Other Pacific Islander,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Some other race,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Some other race,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Some other race,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - One race-- - Some other race,Total; Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Mean income (dollars); Estimate; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Mean income (dollars); Margin of Error; PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN - Two or more races,Total; Estimate; Hispanic or Latino origin (of any race),Total; Margin of Error; Hispanic or Latino origin (of any race),Mean income (dollars); Estimate; Hispanic or Latino origin (of any race),Mean income (dollars); Margin of Error; Hispanic or Latino origin (of any race),"Total; Estimate; White alone, not Hispanic or Latino","Total; Margin of Error; White alone, not Hispanic or Latino","Mean income (dollars); Estimate; White alone, not Hispanic or Latino","Mean income (dollars); Margin of Error; White alone, not Hispanic or Latino",Total; Estimate; PERCENT IMPUTED - Household income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Household income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Household income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Family income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Family income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Family income in the past 12 months,Total; Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Total; Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Estimate; PERCENT IMPUTED - Individual income in the past 12 months,Mean income (dollars); Margin of Error; PERCENT IMPUTED - Individual income in the past 12 months
0500000US01001,01001,"Autauga County, Alabama",19934,376,66679,2308,78.3,1.7,66903,2668,21.3,1.7,7250,1781,29.3,1.4,16671,726,5.1,1.1,8349,1060,2.2,0.8,1256,292,21.7,1.6,26392,4297,14258,427,78131,3121,14.3,1.7,43797,4597,31.6,2.4,57524,6052,35.7,2.4,103151,6034,8.4,1.6,71970,5154,7.7,1.2,116177,17172,2.4,1.0,80815,15969,54590,*****,25253,861,78.9,0.3,27784,1128,18.1,0.3,15868,1921,0.3,0.1,18869,11589,0.8,0.2,17703,5144,0.0,0.1,-,**,0.4,0.2,21791,10313,1.5,0.4,11373,4001,2.4,*****,17323,6761,76.9,0.2,28149,1181,23.5,(X),(X),(X),23.9,(X),(X),(X),18.5,(X),(X),(X)
0500000US01003,01003,"Baldwin County, Alabama",72751,994,66655,1539,74.5,0.9,65794,2097,24.1,1.0,14155,1630,35.6,0.9,18064,364,3.7,0.5,9406,1017,1.1,0.3,3314,888,24.0,1.1,25216,1651,52117,1096,76364,1953,19.5,1.0,52483,3417,31.2,1.7,63945,3921,32.5,1.6,98117,3673,7.9,0.9,61500,5942,7.3,0.7,111226,6638,1.5,0.5,81371,13622,183226,*****,26769,599,86.4,0.5,28657,684,9.3,0.2,13826,1210,0.6,0.1,20019,4312,0.7,0.1,19958,11839,0.0,0.1,N,N,1.4,0.4,13278,2690,1.6,0.3,17652,7068,4.3,*****,13784,1169,83.6,0.1,29124,698,28.5,(X),(X),(X),29.3,(X),(X),(X),21.9,(X),(X),(X)
0500000US01005,01005,"Barbour County, Alabama",9423,307,43591,1984,67.8,2.3,45168,2664,13.6,1.7,10545,2407,37.1,1.7,14786,634,10.0,1.7,8395,763,1.4,0.7,2534,2093,17.6,1.7,20646,2928,6394,315,53755,2603,21.4,2.6,31520,4642,36.3,3.2,41447,3466,26.4,3.2,82636,7475,8.4,2.0,52257,5799,6.1,1.6,78756,16148,1.3,0.8,69392,13371,27469,*****,16532,793,49.0,1.0,22549,1151,46.0,0.8,10709,985,0.1,0.1,856,1243,0.8,0.8,13842,14804,0.0,0.1,-,**,2.1,1.2,6871,6760,2.1,0.7,15071,11957,5.0,*****,8801,3716,46.8,0.1,23020,1185,33.2,(X),(X),(X),35.5,(X),(X),(X),23.9,(X),(X),(X)
0500000US01007,01007,"Bibb County, Alabama",7386,340,47405,3157,70.5,3.1,50324,3511,9.8,2.1,12830,9533,37.5,2.9,15755,1039,8.9,2.1,9201,1692,6.6,2.2,2189,847,18.4,2.7,16114,2621,5488,395,53096,4019,21.2,3.2,25217,2579,38.6,5.0,43928,5988,24.6,4.0,78929,6481,8.0,2.2,65253,17817,5.9,2.2,81821,11096,1.8,0.9,78166,17485,22769,*****,17611,1217,76.7,0.1,19289,1277,21.8,1.2,12430,2587,0.4,0.4,9190,9624,0.1,0.1,1552,2887,0.0,0.1,-,**,0.0,0.1,N,N,1.1,1.1,7546,2794,1.8,*****,6171,5813,74.9,0.1,19593,1310,37.2,(X),(X),(X),38.0,(X),(X),(X),29.7,(X),(X),(X)
0500000US01009,01009,"Blount County, Alabama",21031,431,55623,1822,73.7,1.6,58700,2242,13.7,1.7,9351,5216,37.1,1.6,16604,656,4.9,1.1,9223,839,1.3,0.5,3072,1192,19.0,1.4,16439,1582,15590,540,63343,2524,17.5,1.8,29255,3293,34.4,3.0,50195,3881,31.7,2.8,88282,4854,8.6,1.7,60289,5919,6.7,1.4,101658,8692,1.2,0.5,84021,22719,57466,*****,21155,682,94.9,0.7,21536,747,1.3,0.3,10441,4300,0.4,0.3,17358,6977,0.2,0.1,34906,28550,0.0,0.1,-,**,1.8,0.7,10729,3423,1.5,0.3,18219,11113,8.1,*****,11103,1482,88.8,0.1,22237,774,25.3,(X),(X),(X),26.2,(X),(X),(X),19.1,(X),(X),(X)
0500000US01011,01011,"Bullock County, Alabama",3740,209,50190,6888,63.2,5.5,58051,10106,10.0,3.1,12796,7225,39.8,5.5,12999,1199,11.2,3.0,8669,3088,3.1,1.7,4097,4481,22.1,4.2,20843,5207,2414,281,61236,9452,26.0,6.3,N,N,25.2,5.9,N,N,27.1,5.6,N,N,16.9,6.4,N,N,3.0,2.5,N,N,1.7,2.0,N,N,10779,*****,19822,2789,28.1,5.0,36355,10376,70.6,5.1,13447,1413,0.2,0.3,6329,3789,0.0,0.3,-,**,0.3,0.7,N,N,0.0,0.3,-,**,0.8,0.6,10188,15113,5.8,5.0,13365,7251,22.3,0.3,42311,11460,46.0,(X),(X),(X),45.6,(X),(X),(X),34.0,(X),(X),(X)
0500000US01013,01013,"Butler County, Alabama",8149,252,41965,2443,67.3,2.6,45669,2733,11.2,1.8,11203,8035,41.6,2.3,14206,776,7.8,1.5,7738,1248,1.9,0.8,511,170,17.3,1.8,16068,2183,5380,254,50279,3235,22.0,3.0,23725,2795,38.8,3.8,39067,3737,26.4,3.2,83405,10053,8.6,2.0,50326,6558,2.8,0.9,92664,18424,1.3,0.9,69783,19372,20730,*****,17564,1013,54.9,0.2,22472,1619,43.2,0.3,11007,758,0.2,0.2,18953,26804,0.9,0.1,27285,29071,0.0,0.2,-,**,0.1,0.2,N,N,0.7,0.4,24273,19130,1.0,*****,10799,4861,54.0,0.2,22680,1626,27.0,(X),(X),(X),29.4,(X),(X),(X),22.8,(X),(X),(X)
0500000US01015,01015,"Calhoun County, Alabama",45764,593,52012,1337,72.2,1.2,53243,1714,17.8,0.9,8014,1418,35.7,1.1,15023,384,7.1,0.9,7896,529,1.8,0.5,2809,1303,22.7,1.0,19959,1527,30453,788,61656,1853,18.6,1.2,34918,2393,37.7,1.9,50411,3270,26.8,1.6,87650,3503,8.8,1.2,55979,3734,6.8,1.1,98751,8047,1.4,0.4,77047,20907,117834,*****,20881,534,75.0,0.4,22938,619,20.7,0.3,15233,1268,0.3,0.1,20894,8238,0.7,0.1,18903,7348,0.1,0.1,7554,5168,1.4,0.4,11857,3328,1.8,0.3,8453,2510,3.3,*****,14379,2559,73.6,0.1,23008,641,29.8,(X),(X),(X),30.8,(X),(X),(X),23.4,(X),(X),(X)
0500000US01017,01017,"Chambers County, Alabama",13634,347,43865,1889,68.6,2.3,46729,2623,12.0,1.2,11089,3643,39.0,2.1,15135,636,9.3,1.5,8802,734,1.1,0.5,1730,760,18.7,1.7,13111,1517,9002,378,52459,2591,20.6,2.6,N,N,40.8,3.7,N,N,24.6,2.9,N,N,9.4,2.0,N,N,4.1,1.4,N,N,0.5,0.4,N,N,34228,*****,18478,758,58.9,0.6,22437,1165,39.2,0.3,12747,1089,0.0,0.1,N,N,0.5,0.1,17613,7852,0.0,0.1,N,N,0.1,0.2,44747,6067,1.1,0.6,8461,4398,1.6,*****,9935,5112,58.0,0.1,22697,1171,28.8,(X),(X),(X),31.4,(X),(X),(X),22.8,(X),(X),(X)
